"SPECIE","SPECIE_NAME"
"M_m00378c","15(S)-HETrE"
"M_m00112c","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine"
"M_m02641c","octanoate radical"
"M_m02774c","propanoyl-CoA"
"M_c4dc_c","Succinyl Carnitine"
"M_m01311c","alkyl-glycerone-3-phosphate"
"M_tca3s_c","Taurocholic acid 3-sulfate"
"M_m01444c","chloroacetyl chloride"
"M_m01576m","cis,cis-myristo-5,8-dienoyl-CoA"
"M_m00379c","15(S)-HpEPE"
"M_m00246c","1,2-naphthoquinone"
"M_m00113c","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA"
"M_mqn10_c","Menaquinone-10"
"M_m02640c","octadecenoylcarnitine(7)"
"M_m02773c","propanoyl-[ACP]"
"M_metmetile_c","Methionyl-Methionyl-Isoleucine"
"M_m01441c","chloral"
"M_m01575m","cis,cis-3,6-dodecadienoyl-CoA"
"M_m00243c","1,2-dihydronaphthalene-1,2-diol"
"M_m00376c","15(S)-HEPE"
"M_m00110c","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA"
"M_m02772c","propanoate"
"M_m01574c","cis-(3S)-hydroxytetradec-7-enoyl-CoA"
"M_m01442c","chloride"
"M_hisglu_c","Histidyl-Glutamate"
"M_m00377c","15(S)-HETE"
"M_m00244c","1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene"
"M_m00111c","(6Z,9Z,12Z,15Z,18Z)-TPA"
"M_m02771c","propane-1,2-diol"
"M_m10008c","protein C terminal"
"M_aspmetasp_c","Aspartyl-Methionyl-Aspartate"
"M_m00241s","1,2-diacylglycerol-VLDL pool"
"M_cysgluhis_c","Cystyl-Glutamyl-Histidine"
"M_m01573m","cis-(3S)-hydroxytetradec-5-enoyl-CoA"
"M_m00374c","15(R)-HETE"
"M_m10009c","protein N terminal"
"M_metglntyr_c","Methionyl-Glutaminyl-Tyrosine"
"M_2mcacn_c","(Z)-But-2-Ene-1,2,3-Tricarboxylate"
"M_m01572c","cinnavalininate"
"M_m01440c","chloral hydrate"
"M_leupro_c","Leucyl-Proline"
"M_pedh203_hs_c","1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)"
"M_m00375c","15(R)-HpEPE"
"M_m00242c","1,2-dibromoethane"
"M_m02770c","proline"
"M_m00372c","14-peroxy-docosahexaenoate"
"M_m01570s","chylomicron"
"M_m01571c","cimetidine"
"M_tyrthr_c","Tyrosyl-Threonine"
"M_m00240c","1,2-diacylglycerol-LD-TAG pool"
"M_m02029c","GT1aalpha"
"M_pcholn226_hs_c","1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)"
"M_m00373c","15(R)-HEPE"
"M_argglupro_c","Arginyl-Glutamyl-Proline"
"M_m00370c","14-hydroxy-E4-neuroprostane"
"M_m02028c","GT1a"
"M_thrasntyr_c","Threonyl-Asparaginyl-Tyrosine"
"M_m10004l","cholesterol-ester plasma pool"
"M_2docopencoa_m","2,7,10,13,16-Docosapentenoyl Coenzyme A"
"M_m00371c","14-hydroxytetradecanoic acid"
"M_m01928c","gamma-glutamylglutathione"
"M_m02027c","GSSG"
"M_m10005c","fatty acid pool"
"M_m01929c","gamma-hydroxy-3-pyridinebutanoate"
"M_m02026c","GSH"
"M_m01927c","gamma-glutamyl-cysteine"
"M_m10006c","1-acylglycerol-3P pool"
"M_m02159c","hypoxanthine"
"M_2h3mv_c","2-Hydroxy-3-Methyl-Valerate"
"M_tmdm5_c","Torasemide-M5"
"M_m00728c","3,4-dihydroxyphenylacetaldehyde"
"M_CN0011_c","Benzo[A]Pyrene-9,10-Diol"
"M_m02158c","hypothiocyanite"
"M_m02025c","GQ1c"
"M_m10007c","acyl-CoA pool"
"M_serlyshis_c","Seryl-Lysyl-Histidine"
"M_glnlystrp_c","Glutaminyl-Lysyl-Tryptophan"
"M_CE2516_c","(8Z,11Z,14Z)-Eicosatrienoic Acid"
"M_m01926s","gamma-glutamyl-beta-cyanoalanine"
"M_m00729c","3,4-dihydroxyphenylacetate"
"M_m02157c","hypotaurine"
"M_m02024c","GQ1balpha"
"M_m10012c","cofactor_pool_biomass"
"M_m00726c","3,4-dihydroxymandelaldehyde"
"M_m00859c","3-oxo-dihomo-gamma-linolenoyl-CoA"
"M_m01925s","gamma-glutamyl-3-aminopropiononitrile"
"M_CN0010_c","Benzo[A]Pyrene-4,5-Diol"
"M_m02156c","hypochlorite"
"M_m02023c","GQ1b"
"M_m01924c","gamma-CEHC-glucuronide"
"M_m10013c","protein_pool_biomass"
"M_m00727c","3,4-dihydroxymandelate"
"M_tridcoa_m","Tridecanoyl Coenzyme A"
"M_m02289g","keratan sulfate II (core 4-linked), biosynthesis, precursor 1"
"M_m02155c","hyodeoxycholate"
"M_m01923c","gamma-carboxyethyl-hydroxychroman"
"M_m02021r","gpi_prot heparan sulfate"
"M_m10014c","lipid_pool_biomass"
"M_m01089c","5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol"
"M_m00724c","3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene"
"M_m00857c","3-oxodecanoyl-[ACP]"
"M_tyrphetyr_c","Tyrosyl-Phenylalanyl-Tyrosine"
"M_decdicrn_c","Decadienoyl Carnitine"
"M_m02022c","gpi_sig"
"M_m02288g","keratan sulfate II (core 2-linked)"
"M_m01922c","gamma-butyrobetaine"
"M_m02020r","gpi heparan sulfate"
"M_m10015c","metabolite_pool_biomass"
"M_m02287l","keratan sulfate II (core 2-linked), degradation product 9"
"M_m02154c","hydroxypyruvate"
"M_m00725m","3,4-dihydroxy-5-all-trans-decaprenylbenzoate"
"M_m00858m","3-oxodecanoyl-CoA"
"M_ocdcaACP_c","Octadecanoyl-ACP (N-C18:0ACP)"
"M_vallystyr_c","Valyl-Lysyl-Tyrosine"
"M_m01921g","Gal-Xyl-L-Ser-[protein]"
"M_m01087c","5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol"
"M_m00988c","4-hydroxy-2-nonenal"
"M_m00722c","3,3-diiodo-L-thyronine-beta-D-glucuronoside"
"M_m02286l","keratan sulfate II (core 2-linked), degradation product 8"
"M_m00855c","3-oxo-cis,cis-7,10-hexadecadienoyl-CoA"
"M_histrphis_c","Histidyl-Tryptophanyl-Histidine"
"M_m02153c","hydroxy-nifedipine"
"M_m01920g","galthcrm heparan sulfate"
"M_glnlyslys_c","Glutaminyl-Lysyl-Lysine"
"M_m00989c","4-hydroxy-2-oxoglutarate"
"M_m01088c","5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol"
"M_m00723c","3,4-dihydro-1,4-benzothiazine-3-carboxylate"
"M_m00856c","3-oxo-cis-15-tetracosaenoyl-CoA"
"M_m02285l","keratan sulfate II (core 2-linked), degradation product 7"
"M_2decdicoa_m","2,7-Decadienoyl Coenzyme A"
"M_m02152c","hydroxymethylglutathione"
"M_m00853p","3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA"
"M_m10010c","S-[(2E,6E)-farnesyl]-L-cysteine methyl ester"
"M_m01085c","5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol"
"M_docohepcoa_m","2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A"
"M_m00986c","4-hydroxy-17beta-estradiol"
"M_m02284l","keratan sulfate II (core 2-linked), degradation product 6"
"M_m00720c","3,3-diiodo-L-thyronine"
"M_m02151c","hydroxymethylbilane"
"M_3ddecdicoa_m","3,6-Dodecadienoyl Coenzyme A"
"M_m10011c","N-formyl-L-glutamate"
"M_m01086c","5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol"
"M_m02283l","keratan sulfate II (core 2-linked), degradation product 5"
"M_m00987c","4-hydroxy-17beta-estradiol-2-S-glutathione"
"M_m00854c","3-oxo-cis,cis-5,8-tetradecadienoyl-CoA"
"M_m02150c","hydroxylated-ebastine"
"M_m00721c","3,3-diiodo-L-thyronine-4-O-sulfate"
"M_m00851m","3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate"
"M_m01083c","5beta-cholestan-7alpha,24(S)-diol-3-one"
"M_m02509c","n2m2nm"
"M_m02282l","keratan sulfate II (core 2-linked), degradation product 4"
"M_pe2linl_hs_c","2-Linoleoylglycerophosphoethanolamine"
"M_m00984c","4-hydroperoxy-H4-neuroprostane"
"M_m02508l","n2m2mn"
"M_m01084c","5beta-cholestan-7alpha,27-diol-3-one"
"M_m02281l","keratan sulfate II (core 2-linked), degradation product 3"
"M_m00852c","3-oxo-9-cis-eicosenoyl-CoA"
"M_m00985c","4-hydroxy-1-(3-pyridinyl)-1-butanone"
"M_fvscoa_c","fluvastatin-CoA form"
"M_m02507g","n2m2masn"
"M_m01081c","5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one"
"M_m02280l","keratan sulfate II (core 2-linked), degradation product 2"
"M_m01308c","albumin"
"M_pcholste_hs_c","1-Stearoylglycerophosphocholine"
"M_m00982c","4-coumaroyl-CoA"
"M_octdececrn_c","Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)"
"M_m00850m","3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate"
"M_m02639c","octadecenoylcarnitine(5)"
"M_m01082c","5beta-cholestan-7alpha,12alpha,27-triol-3-one"
"M_m02506c","N1-methyl-4-pyridone-5-carboxamide"
"M_hisargser_c","Histidyl-Arginyl-Serine"
"M_m01309c","aldosterone"
"M_m00983c","4-hydroperoxy-2-nonenal"
"M_m00980m","4-cis-decenoyl-CoA"
"M_CE1294_c","27Alpha-Hydroxy-8-Dehydrocholesterol"
"M_sphmyln181161_hs_c","Sm (D18:1/16:1), Sphingomyelin"
"M_m02505c","N1-methyl-2-pyridone-5-carboxamide"
"M_m02638c","octadecenoylcarnitine(11)"
"M_m01439l","chitobiose"
"M_m00108c","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA"
"M_CE5839_c","4Alpha,5-Epoxy-8Alpha-Hydroperoxytocopherone"
"M_m01306c","AKG"
"M_2hexdtetcoa_m","2,7,10,13-Hexadecatetraenoyl Coenzyme A"
"M_m02637c","octadecatrienoylcarnitine"
"M_m01080c","5beta-cholestan-3alpha,7alpha,24(S)-triol"
"M_m02504c","N1-acetylspermine"
"M_m00109c","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine"
"M_m00981c","4-coumarate"
"M_m01307c","alanine"
"M_m02503c","N1-acetylspermidine"
"M_m02636c","ocosatetraenoylcarnitine"
"M_m02769c","progesterone"
"M_3dhdchol_c","3-dehydro-Deoxycholate"
"M_m00239c","1,2-diacylglycerol-LD-SM pool"
"M_m00106c","(6Z,9Z)-octadecadienoyl-CoA"
"M_m01304c","AICAR"
"M_m01437c","chitin"
"M_sphmyln18114_hs_c","Sm (D18:1/14:0), Sphingomyelin"
"M_m02635c","O-butanoylcarnitine"
"M_m02502c","N1,N8-diacetylspermidine"
"M_m02768c","procollagen-L-lysine"
"M_m00107c","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine"
"M_m01305c","AIR"
"M_m01438c","chitin-component"
"M_ptvstm13_c","pitavastatin-M13"
"M_m02501c","N1,N12-diacetylspermine"
"M_m02634c","O-acetylcarnitine"
"M_m02767c","procollagen-5-hydroxy-L-lysine"
"M_m01569l","chylomicron remnant"
"M_m01302c","aflatoxin Q1"
"M_m01435c","chenodiol"
"M_m00237c","1,2-diacylglycerol-LD-PI pool"
"M_m00104c","(6Z,9Z)-octadecadienoic acid"
"M_CE0692_c","3-Oxolaur-Cis-5-Enoyl Coenzyme A"
"M_m02633c","OAA"
"M_m02500c","N,N-dimethylindoliumolate"
"M_m02766c","pristanic acid"
"M_3amp_l","3-Adenosine Monophosphate"
"M_m01568g","chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))"
"M_tdec4ecoa_m","Trans4Decenoyl Coenzyme A"
"M_m01303c","agmatine"
"M_m00238c","1,2-diacylglycerol-LD-PS pool"
"M_m01436c","chitin(n-1)"
"M_m00105c","(6Z,9Z)-octadecadienoylcarnitine"
"M_m02899m","S-glutaryldihydrolipoamide"
"M_m02632c","O2-4a-cyclic-tetrahydrobiopterin"
"M_m02765c","previtamin D3"
"M_m02898c","S-farnesyl-protein"
"M_pvsgluc_c","pravastatin glucuronide"
"M_m01567g","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b"
"M_c101coa_c","Decenoyl Coenzyme A"
"M_m01300c","aflatoxin M1"
"M_m01433c","cGMP"
"M_m00368c","14-hydroperoxy-H4-neuroprostane"
"M_lnlncacrn_c","Alpha-Linolenyl Carnitine"
"M_m00235c","1,2-diacylglycerol-LD-PC pool"
"M_m00102c","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine"
"M_3ohglutac_c","3-Hydroxy-Glutarate"
"M_m02631c","O2-"
"M_m02764c","presqualene-PP"
"M_m02897c","serotonin"
"M_hisglugln_c","Histidyl-Glutamyl-Glutamine"
"M_m01699c","dihydroceramide pool"
"M_CE2313_c","4,4-Dimethylcholesta-8(9),14-Dien-3Beta-Ol"
"M_m01566g","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a"
"M_m01301c","aflatoxin M1-8,9-epoxide"
"M_m01434c","chenodeoxycholoyl-CoA"
"M_m00236c","1,2-diacylglycerol-LD-PE pool"
"M_m00369c","14-hydroxy-D4-neuroprostane"
"M_mqn11_c","Menaquinone-11"
"M_m00103c","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA"
"M_fucfucgalacglcgalgluside_hs_c","Leb Glycolipid"
"M_m02630c","O2"
"M_m02763c","pregnenolone"
"M_m02896c","serine"
"M_m01698c","dihydrobiopterin"
"M_m01565g","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4"
"M_m01431c","ceramide-1P pool"
"M_cystyrasn_c","Cystyl-Tyrosyl-Asparagine"
"M_m00366c","14,15-EET"
"M_m00499c","1-acylglycerol-3P-stea"
"M_m00233c","1,2-diacylglycerol-bile-PC pool"
"M_m00100c","(5Z,8Z,11Z)-eicosatrienoylcarnitine"
"M_pcholn205_hs_c","1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)"
"M_sphmyln18118_hs_c","Sm (D18:1/18:0), Sphingomyelin"
"M_m02762c","pregnenolone sulfate"
"M_m02895c","se-methyl-L-selenocysteine"
"M_6hddopaqn_c","6-Hydroxydopamine-Quinone"
"M_m00234s","1,2-diacylglycerol-chylomicron pool"
"M_m01697c","dihomo-gamma-linolenoyl-CoA"
"M_m01564g","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3"
"M_m01432c","cerotic acid"
"M_m00367c","14-demethyllanosterol"
"M_m00101c","(5Z,8Z,11Z)-eicosatrienoyl-CoA"
"M_m02761c","pregn-5-ene-3,20-dione-17-ol"
"M_m02894c","selenophosphate"
"M_4ohbut_c","4-Hydroxy-Butyrate"
"M_m01696c","dihomo-gamma-linolenate"
"M_2m3ovcoa_m","2-Methyl-3-Oxo-Valeryl Coenzyme A"
"M_ddece1crn_c","Dodecenoyl Carnitine"
"M_m01563g","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2"
"M_trpmetarg_c","Tryptophanyl-Methionyl-Arginine"
"M_m00364c","14,15-DHET"
"M_m00497c","1-acylglycerol-3P-palmn"
"M_m00231c","1,2-dehydrosalsolinol"
"M_m02760c","pregn-5-ene-3,20-dione"
"M_m02893c","selenomethionyl-tRNA(met)"
"M_m01695c","digalactosylceramidesulfate"
"M_m01430c","ceramide pool"
"M_m01562l","chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain"
"M_m00498c","1-acylglycerol-3P-pentade"
"M_m00232c","1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen"
"M_m00365c","14,15-DiHETE"
"M_m02892c","selenomethionine-se-oxide"
"M_glnasngln_c","Glutaminyl-Asparaginyl-Glutamine"
"M_dd5ecoa_m","5-Dodecenoyl Coenzyme A"
"M_methsuccoa_c","Methyl-Succinyl Coenzyme A"
"M_m01694c","digalactosylceramide"
"M_m01561l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7"
"M_m00362c","13-oxo-(9Z,11E)-tridecadienoate"
"M_m00495c","1-acylglycerol-3P-ol"
"M_m02019c","GP1calpha"
"M_m01693c","dIDP"
"M_m01560l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6"
"M_m00496c","1-acylglycerol-3P-palm"
"M_m00230c","1,2,3,4-tetrahydro-beta-carboline"
"M_m00363c","13-oxy-radical-octadecadienoate"
"M_m02891c","selenomethionine"
"M_m00360c","13-hydroxy-gamma-tocopherol"
"M_m00493c","1-acylglycerol-3P-myrist"
"M_m02018c","GP1c"
"M_pentcoa_m","Pentanoyl Coenzyme A"
"M_m01692c","dichloroacetyl chloride"
"M_undcoa_m","Undecanoyl Coenzyme A"
"M_m02890c","selenohomocysteine"
"M_m00361c","13-hydroxy-gamma-tocotrienol"
"M_m01918g","galgalthcrm heparan sulfate"
"M_hca6g_c","Hyocholic acid-6glucuronide, HCA-6G"
"M_m02017c","GO3P"
"M_tetdec2crn_c","Tetradecadienoyl Carnitine"
"M_aclys_c","Acetyl-L-Lysine"
"M_m01691c","dichloroacetate"
"M_pear_hs_c","1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine"
"M_m01919c","gal-glcnac-gal-globoside"
"M_gluleu_c","Glutamyl-Leucine"
"M_m00494c","1-acylglycerol-3P-nanode"
"M_m01917c","galgalgalthcrm heparan sulfate"
"M_m00491c","1-acylglycerol-3P-lin"
"M_m02149c","hydroxyl radical"
"M_m02016c","GMP"
"M_m00719c","3,3,5-triiodo-L-thyronine-beta-D-glucuronoside"
"M_chylo_hs_c","Chylomicron Lipoprotein"
"M_m10016c","2,3-epoxy-2,3-dihydro-2-methyl-3-phytyl-1,4-naphthoquinone"
"M_m01690c","DHAP"
"M_m00718c","3(S)-hydroxy-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA"
"M_CN0012_c","Benzo[A]Pyrene-2,3-Oxide"
"M_m00492c","1-acylglycerol-3P-linolen"
"M_m02015c","GM3"
"M_m01916c","galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate"
"M_m10017c","3-hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone"
"M_m02148c","hydroxyacetone"
"M_m01915c","galfucgalacglcgal14acglcgalgluside heparan sulfate"
"M_m02147c","hydroxide"
"M_m10018c","5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate"
"M_m00716c","3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA"
"M_m00849m","3-oxo-7-hexadecenoyl-CoA"
"M_m02014g","GM2alpha"
"M_m01914c","galfuc12gal14acglcgalgluside heparan sulfate"
"M_m02146c","hydroiodic acid"
"M_m10019c","5alpha-Pregnan-20alpha-ol-3-one"
"M_m00490c","1-acylglycerol-3P-LD-TG1 pool (liver tissue)"
"M_galgluside_hs_c","Galactosyl Glucosyl Ceramide"
"M_am1cglc_c","AM1c-glucuronide (cyclosporine)"
"M_m02279l","keratan sulfate II (core 2-linked), degradation product 1"
"M_m02013l","GM2A-GM2"
"M_m00717p","3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA"
"M_m02145c","hydrogen-cyanide"
"M_m02012c","GM2A"
"M_C01241_m","Phosphatidyl-N-Methylethanolamine"
"M_m01079m","5beta-cholestan-3alpha,7alpha,24(S),27-tetrol"
"M_m10024c","tauro-alpha-muricholic acid"
"M_magarachi_hs_s","1-Arachidonoyl Glycerol"
"M_m01913s","galactosylglycerol"
"M_m00714c","3(S)-hydroxy-docosa-7,10,13,16-all-cis-tetraenoyl-CoA"
"M_m02278g","keratan sulfate I"
"M_m00847m","3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate"
"M_m02144c","hydrochloride"
"M_m01912c","galactosylgloboside"
"M_m10025c","omega-muricholic acid"
"M_m00715c","3(S)-hydroxy-hexacosenoyl-CoA"
"M_3ddcrn_c","3-Hydroxydodecanoylcarnitine"
"M_m02277l","keratan sulfate I, degradation product 9"
"M_m02011c","GM2"
"M_m00848m","3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate"
"M_m01911c","galactose-1-phosphate"
"M_m10026c","taurohyocholic acid"
"M_m00978c","4-cholesten-7alpha,24(S)-diol-3-one"
"M_m01077c","5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol"
"M_m00712c","3(S)-hydroxy-docosa-13,16,19-all-cis-trienoyl-CoA"
"M_m02276l","keratan sulfate I, degradation product 8"
"M_am1c4n9cs_c","AM1c4N9 (cyclosporine)"
"M_m00845m","3-oxo-4-methyl-pentanoyl-CoA"
"M_m02143c","hydrobromic acid"
"M_m02010c","GM1b"
"M_m01910c","galactose"
"M_m10027c","glycohyocholic acid"
"M_m01078c","5beta-cholestan-3alpha,7alpha,12alpha-triol"
"M_m02275l","keratan sulfate I, degradation product 7"
"M_m00713c","3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA"
"M_m00979c","4-cholesten-7alpha,27-diol-3-one"
"M_m00846c","3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA"
"M_m02142c","hydracrylate"
"M_tetdecdicoa_m","5,8-Tetradecadienoyl Coenzyme A"
"M_m10020c","17alpha,20alpha-Dihydroxypregn-4-en-3-one"
"M_m01075c","5-androstene-3,17-dione"
"M_m00976c","4-cholesten-7alpha,12alpha,24(S)-triol-3-one"
"M_m00843c","3-oxo-13-cis-eicosenoyl-CoA"
"M_m02141l","hyaluronate"
"M_m02274l","keratan sulfate I, degradation product 6"
"M_m00710c","3(S)-hydroxy-dihomo-gamma-linolenoyl-CoA"
"M_CE5932_c","13,14-Epoxy-Retinol"
"M_m00844m","3-oxo-4(R),8-dimethyl-nonanoyl-CoA"
"M_m01076m","5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol"
"M_m10021c","alpha-muricholic acid"
"M_m02140l","hyaluronan degradation product 1"
"M_m00977c","4-cholesten-7alpha,12alpha,27-triol-3-one"
"M_trpglyasp_c","Tryptophanyl-Glycyl-Aspartate"
"M_m00711c","3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA"
"M_m02273l","keratan sulfate I, degradation product 5"
"M_trpglupro_c","Tryptophanyl-Glutamyl-Proline"
"M_m00841m","3-oxo-11-cis-octadecenoyl-CoA"
"M_hislysile_c","Histidyl-Lysyl-Isoleucine"
"M_m10022c","beta-muricholic acid"
"M_m01073c","5-amino-2-oxopentanoic acid"
"M_m02272l","keratan sulfate I, degradation product 41"
"M_m00974c","4-bromophenol"
"M_dca24g_c","Deoxycholic acid-24glucuronide, CDA-24G"
"M_m10023c","dehydrocholic acid"
"M_m01074c","5-aminolevulinate"
"M_m02271l","keratan sulfate I, degradation product 40"
"M_m00975c","4-bromophenol-2,3-epoxide"
"M_m00842c","3-oxo-13cis-docosenoyl-CoA"
"M_pcholn28_hs_c","Lysopc A C28:0"
"M_2hatvacid_c","2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid"
"M_m01071c","5alpha-dihydrotestosterone-sulfate"
"M_m02270l","keratan sulfate I, degradation product 4"
"M_m00972c","4-bromo-3,5-cyclohexadiene-1,2-dione"
"M_m01072c","5alpha-pregnane-3,20-dione"
"M_m02629c","O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine"
"M_m00840c","3-oxo-11-cis-eicosenoyl-CoA"
"M_m00973c","4-bromocatechol"
"M_5eipencoa_m","5,8,11,14,17-Eicosapentenoyl Coenzyme A"
"M_urscholcoa_c","Ursodeoxycholyl Coenzyme A"
"M_sphmyln18122_hs_c","Sm (D18:1/22:0), Sphingomyelin"
"M_2dpmhobq_m","2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone"
"M_m02628c","N-trimethyl-2-aminoethylphosphonate"
"M_m00970c","4-aminobutyrate"
"M_m01429c","CDP-glycerol"
"M_thrthrarg_c","Threonyl-Threonyl-Arginine"
"M_alpa_hs_c","Lysophosphatidic Acid"
"M_bandmt_c","Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)"
"M_m01070c","5alpha-dihydrotestosterone-glucuronide"
"M_m02627c","N-tetradecanoylglycylpeptide"
"M_3hsmvacid_c","3'-hydroxy-simvastatin-acid form"
"M_am1acs_c","AM1A (cyclosporine)"
"M_m00971c","4-androstene-3,17-dione"
"M_m02626c","N-substituted aminoacyl tRNA"
"M_m02759c","PPi"
"M_lystyrile_c","Lysyl-Tyrosyl-Isoleucine"
"M_m00229c","1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal"
"M_m01427c","CDP-diacylglycerol-LD-PI pool"
"M_glygly_c","Glycyl-Glycine"
"M_lstnm1_c","Losartan-M1"
"M_m02625c","N-substituted amino acid"
"M_m02758c","PPE-NME2-LD pool"
"M_m01428c","CDP-ethanolamine"
"M_m02624c","N-retinylidene-N-retinylethanolamine"
"M_m02757c","PPARA"
"M_m01559l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5"
"M_CE5838_c","5,6-Epoxy-Alpha-Tocopheryl Quinone"
"M_tetde5coa_p","5-Tetradecenoyl Coenzyme A"
"M_m00227c","1,1-dichloroethylene epoxide"
"M_m01425c","CDP-choline"
"M_m_em_3gacpail_r","Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A)"
"M_4bhglz_c","4-beta-OH-gliclazide"
"M_m02623c","N-pantothenoylcysteine"
"M_m02756c","porphobilinogen"
"M_m02889c","selenocysteine"
"M_c10dc_c","Sebacoyl Carnitine"
"M_m01558l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4"
"M_glysar_c","Glycylsarcosine"
"M_m00228c","1,1-dichloroethylene"
"M_m01426c","CDP-diacylglycerol-CL pool"
"M_lstn1gluc_c","Losartan-N1-glucuronide"
"M_m02622c","normetanephrine"
"M_m02755c","polynucleotide"
"M_m02888c","selenocystathionine"
"M_psyltchol_s","Psyllium-Taurocholic Acid Complex"
"M_m01557l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3"
"M_m01423c","carnosine"
"M_m00225c","1-(3-pyridinyl)-1,4-butanediol"
"M_m00358c","13-hydroxy-D4-neuroprostane"
"M_6hmsmv_c","6'-beta-hydroxy-methyl-simvastatin-lactone form"
"M_s3meacmp_c","sulphate-conjugate-3-methoxy-acetaminophen"
"M_m02621c","norlaudanosoline"
"M_m02754c","PNP"
"M_ileserarg_c","Isolecyl-Seryl-Arginine"
"M_m02887c","selenite"
"M_m01689c","DHA"
"M_12htacr_c","12-HT or M-VI, 12-hydroxy tacrolimus"
"M_m01556l","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2"
"M_m00359c","13-hydroxy-E4-neuroprostane"
"M_m01424c","CDP"
"M_m00226c","1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol"
"M_m02620c","norepinephrine sulfate"
"M_m02753c","plasminogen"
"M_3mhis_c","3-Methylhistidine"
"M_m02886c","selenide"
"M_CE1297_c","8-Dehydrocholesterol"
"M_tmdm3_c","Torasemide-M3"
"M_m01688c","dGTP"
"M_hdca24g_c","Hyodeoxycholic acid-24glucuronide, HDCA-24G"
"M_m01421c","carbonate"
